Part number,Part name,Additional name,Location,Total balance,Unit,WH,Serial number
1079647,S45-Direct connect-DC2,"-Machine adapted: New Holland 70/75/80/ Kobelco SK60/70/75/80/85/100
-ECOil Hitch: H¤ 1bl 2hy 1el 1cl
-ECOil Top: #N/A
-Position Sensors: #N/A
-Volt: #N/A
-Color: STD
-Lifting Point: 3T Pejo
-Other:	
-Info: Documentation 9000705, 9000730",FLOOR,1.00,Pcs,WH1,MO010067166
1079647,S45-Direct connect-DC2,"-Machine adapted: New Holland 70/75/80/ Kobelco SK60/70/75/80/85/100
-ECOil Hitch: H¤ 1bl 2hy 1el 1cl
-ECOil Top: #N/A
-Position Sensors: #N/A
-Volt: #N/A
-Color: STD
-Lifting Point: 3T Pejo
-Other:	
-Info: Documentation 9000705, 9000730",FLOOR,1.00,Pcs,WH1,MO010067167
1079647,S45-Direct connect-DC2,"-Machine adapted: New Holland 70/75/80/ Kobelco SK60/70/75/80/85/100
-ECOil Hitch: H¤ 1bl 2hy 1el 1cl
-ECOil Top: #N/A
-Position Sensors: #N/A
-Volt: #N/A
-Color: STD
-Lifting Point: 3T Pejo
-Other:	
-Info: Documentation 9000705, 9000730",FLOOR,1.00,Pcs,WH1,MO010067170
1079647,S45-Direct connect-DC2,"-Machine adapted: New Holland 70/75/80/ Kobelco SK60/70/75/80/85/100
-ECOil Hitch: H¤ 1bl 2hy 1el 1cl
-ECOil Top: #N/A
-Position Sensors: #N/A
-Volt: #N/A
-Color: STD
-Lifting Point: 3T Pejo
-Other:	
-Info: Documentation 9000705, 9000730",FLOOR,1.00,Pcs,WH1,MO010067171
1079778,S60-Direct connect-DC2,"-Machine adapted: Sany SY135,155U,155W
-ECOil Hitch: H¤ 1bl 2hy 1el 1cl
-ECOil Top: #N/A
-Position Sensors: #N/A
-Volt: #N/A
-Color: STD
-Lifting Point: 0T
-Other:
-Info: Documentation 9000705, 9000730",FLOOR,1.00,Pcs,WH1,MO010067265
1079941,Axial washer with ear EC209/214/219,,FLOOR,6.00,Pcs,WH1,
1080015,S60-Direct connect-DC2,"-Machine adapted: Takeuchi TB1140,1160W,2150,3150R / Case WX/CX 125/130/130E/135/145/148, Link Belt / XCMG XE150E,155ECR / Sumitomo SH120,125X,130,135X / Kubota U145
-ECOil Hitch: H¤ 1bl 2hy 1el 1cl
-ECOil Top: #N/A
-Position Sensors: #N/A
-Volt: #N/A
-Color: STD
-Lifting Point: 0T
-Other: -	
-Info: Documentation 9000705, 9000730",FLOOR,1.00,Pcs,WH1,MO010067267
1080111,EC204BS-QSM40-QS40-DC2-H65-T81,"-Machine adapted: No
-ECOil Hitch: H¤ 2bl 2hy 0el 0cl
-ECOil Top: T¤ 2bl 2hy 2el 1cl
-Position Sensors: Tilt+Rotation
-Volt: 12V
-Color: STD
-Lifting Point: #N/A
-Other:
-Info: Documentation 9000113",FLOOR,1.00,Pcs,WH1,MO010067186
1080111,EC204BS-QSM40-QS40-DC2-H65-T81,"-Machine adapted: No
-ECOil Hitch: H¤ 2bl 2hy 0el 0cl
-ECOil Top: T¤ 2bl 2hy 2el 1cl
-Position Sensors: Tilt+Rotation
-Volt: 12V
-Color: STD
-Lifting Point: #N/A
-Other:
-Info: Documentation 9000113",FLOOR,1.00,Pcs,WH1,MO010067187
1080537,S60-Direct connect-DC3,"-Machine adapted: CAT 313,315F, NG/316NG/M314-315 NG
-ECOil Hitch: H¤ 1bl 2hy 1el 1cl
-ECOil Top: #N/A
-Position Sensors: #N/A
-Volt: #N/A
-Color: STD
-Lifting Point: 0T
-Other: -
-Info: Documentation 9000705, 9000730",FLOOR,1.00,Pcs,WH1,MO010067269
1080537,S60-Direct connect-DC3,"-Machine adapted: CAT 313,315F, NG/316NG/M314-315 NG
-ECOil Hitch: H¤ 1bl 2hy 1el 1cl
-ECOil Top: #N/A
-Position Sensors: #N/A
-Volt: #N/A
-Color: STD
-Lifting Point: 0T
-Other: -
-Info: Documentation 9000705, 9000730",FLOOR,1.00,Pcs,WH1,MO010067271
1080789,EC226S-QSM70Q-Direct connect-DC2-H31,"-Machine adapted: CAT 318D/319-->320/323/324/325 D,E,F/NG (B-link)
-ECOil Hitch: H¤ 1bl 2hy 
-ECOil Top: #N/A
-Position Sensors: Tilt+Rotation
-Volt: 24V
-Color: STD
-Lifting Point: 0T
-Other:
-Info: Documentation 9000113",FLOOR,1.00,Pcs,WH1,MO010067172
1080789,EC226S-QSM70Q-Direct connect-DC2-H31,"-Machine adapted: CAT 318D/319-->320/323/324/325 D,E,F/NG (B-link)
-ECOil Hitch: H¤ 1bl 2hy 
-ECOil Top: #N/A
-Position Sensors: Tilt+Rotation
-Volt: 24V
-Color: STD
-Lifting Point: 0T
-Other:
-Info: Documentation 9000113",FLOOR,1.00,Pcs,WH1,MO010067173
1080789,EC226S-QSM70Q-Direct connect-DC2-H31,"-Machine adapted: CAT 318D/319-->320/323/324/325 D,E,F/NG (B-link)
-ECOil Hitch: H¤ 1bl 2hy 
-ECOil Top: #N/A
-Position Sensors: Tilt+Rotation
-Volt: 24V
-Color: STD
-Lifting Point: 0T
-Other:
-Info: Documentation 9000113",FLOOR,1.00,Pcs,WH1,MO010067174
1080789,EC226S-QSM70Q-Direct connect-DC2-H31,"-Machine adapted: CAT 318D/319-->320/323/324/325 D,E,F/NG (B-link)
-ECOil Hitch: H¤ 1bl 2hy 
-ECOil Top: #N/A
-Position Sensors: Tilt+Rotation
-Volt: 24V
-Color: STD
-Lifting Point: 0T
-Other:
-Info: Documentation 9000113",FLOOR,1.00,Pcs,WH1,MO010067175
1080822,S60-Direct connect-DC2,"-Machine adapted: Komatsu PC/PW110/118/PW138-11
-ECOil Hitch: H¤ 1bl 2hy 1el 1cl
-ECOil Top: #N/A
-Position Sensors: #N/A
-Volt: #N/A
-Color: STD
-Lifting Point: 0T
-Other: -",FLOOR,1.00,Pcs,WH1,MO010067268
1080833,S45-Direct connect-DC2,"-Machine adapted: Komatsu PC80MR-3,MR-5
-ECOil Hitch: H¤ 1bl 2hy 1el 1cl
-ECOil Top: #N/A
-Position Sensors: #N/A
-Volt: #N/A
-Color: STD
-Lifting Point: 0T
-Other:
-Info: Documentation 9000705, 9000730",FLOOR,1.00,Pcs,WH1,MO010067168
1080836,S45-Direct connect-DC2,"-Machine adapted: Kubota KX080-3,4 / KX085
-ECOil Hitch: H¤ 1bl 2hy 1el 1cl 
-ECOil Top: #N/A
-Position Sensors: #N/A
-Volt: #N/A
-Color: STD
-Lifting Point: 0T
-Other:
-Info: Documentation 9000705, 9000730",FLOOR,1.00,Pcs,WH1,MO010067169
1081402,Block ECO40 W-top bracket 1hy V3,-Info: replaces 1069402  together with 1079427,FLOOR,5.00,Pcs,WH1,
1081555,S30S-Direct connect,"-Machine adapted: Kubota U27-4, KX027 / LiuGong 9027F / XCMG XE27E
-ECOil Hitch: #N/A
-ECOil Top: #N/A
-Position Sensors: #N/A
-Volt: #N/A
-Color: STD
-Lifting Point: N/A
-Other:
-Info: Documentation 9000705, 9000730",FLOOR,1.00,Pcs,WH1,MO010067253
1081565,S45-Direct connect-DC2,"-Machine adapted: CAT 307D,E/307.5NG/308D, E, NG/309NG / Hitachi ZX70/75US/80/85US/95 / EX60-5/75US / John Deere 75/85G,P / XCMG XE80E / Sany SY75/80U
-ECOil Hitch: H¤ 1bl 2hy 1el 1cl 
-ECOil Top: #N/A
-Position Sensors: #N/A
-Volt: #N/A
-Color: STD
-Lifting Point: 0T
-Other: Does not fit ZX95W(Mecalac)
-Info: Documentation 9000705, 9000730",FLOOR,1.00,Pcs,WH1,MO010067142
1081565,S45-Direct connect-DC2,"-Machine adapted: CAT 307D,E/307.5NG/308D, E, NG/309NG / Hitachi ZX70/75US/80/85US/95 / EX60-5/75US / John Deere 75/85G,P / XCMG XE80E / Sany SY75/80U
-ECOil Hitch: H¤ 1bl 2hy 1el 1cl 
-ECOil Top: #N/A
-Position Sensors: #N/A
-Volt: #N/A
-Color: STD
-Lifting Point: 0T
-Other: Does not fit ZX95W(Mecalac)
-Info: Documentation 9000705, 9000730",FLOOR,1.00,Pcs,WH1,MO010067143
1081565,S45-Direct connect-DC2,"-Machine adapted: CAT 307D,E/307.5NG/308D, E, NG/309NG / Hitachi ZX70/75US/80/85US/95 / EX60-5/75US / John Deere 75/85G,P / XCMG XE80E / Sany SY75/80U
-ECOil Hitch: H¤ 1bl 2hy 1el 1cl 
-ECOil Top: #N/A
-Position Sensors: #N/A
-Volt: #N/A
-Color: STD
-Lifting Point: 0T
-Other: Does not fit ZX95W(Mecalac)
-Info: Documentation 9000705, 9000730",FLOOR,1.00,Pcs,WH1,MO010067146
1081567,S40-Direct connect-H92-DC2,"-Machine adapted: CAT 305E,NG/305.5E cr/306NG/8TRR / Doosan S55/DX50Z/55,R,W/57W/60R/62R/63 / Bobcat E57/60/62R/63
-ECOil Hitch: H¤ 2bl 2hy 2el 1cl
-ECOil Top: #N/A
-Position Sensors: #N/A
-Volt: #N/A
-Color: STD
-Lifting Point: 0T
-Other:
-Info: Documentation 9000705, 9000730",FLOOR,1.00,Pcs,WH1,MO010067125
1081782,S40-Direct connect-H92-DC2,"-Machine adapted: Kubota U40,45,48,50,55,56/KX057-4,060-5,161-2,-3 / JCB 48Z,50Z,51R,55Z,56Z,57C,60C / LiuGong 9047,9051,9057F / Sany SY50 / Zoomlion ZE55GU
-ECOil Hitch: H¤ 2bl 2hy 2el 1cl
-ECOil Top: #N/A
-Position Sensors: #N/A
-Volt: #N/A
-Color: STD
-Lifting Point: 3T
-Other:
-Info: Documentation 9000705, 9000730",FLOOR,0.00,Pcs,WH1,
1081830,S60-Direct connect-DC2,"-Machine adapted: Volvo EC/EW140B/C/D/E, ECR145C/D/E/F, EWR130,150E/F
-ECOil Hitch: H¤ 1bl 2hy 1el 1cl
-ECOil Top: #N/A
-Position Sensors: #N/A
-Volt: #N/A
-Color: STD
-Lifting Point: 0T
-Other: -
-Info: Documentation 9000705, 9000730",FLOOR,1.00,Pcs,WH1,MO010067257
1081830,S60-Direct connect-DC2,"-Machine adapted: Volvo EC/EW140B/C/D/E, ECR145C/D/E/F, EWR130,150E/F
-ECOil Hitch: H¤ 1bl 2hy 1el 1cl
-ECOil Top: #N/A
-Position Sensors: #N/A
-Volt: #N/A
-Color: STD
-Lifting Point: 0T
-Other: -
-Info: Documentation 9000705, 9000730",FLOOR,1.00,Pcs,WH1,MO010067274
1081831,S60-Direct connect-DC3,"-Machine adapted: Volvo EC/EW140B/C/D/E, ECR145C/D/E/F, EWR130,150E/F
-ECOil Hitch: H¤ 1bl 2hy 1el 1cl
-ECOil Top: #N/A
-Position Sensors: #N/A
-Volt: #N/A
-Color: STD
-Lifting Point: 0T
-Other: -
-Info: Documentation 9000705, 9000730",FLOOR,1.00,Pcs,WH1,MO010067272
1081831,S60-Direct connect-DC3,"-Machine adapted: Volvo EC/EW140B/C/D/E, ECR145C/D/E/F, EWR130,150E/F
-ECOil Hitch: H¤ 1bl 2hy 1el 1cl
-ECOil Top: #N/A
-Position Sensors: #N/A
-Volt: #N/A
-Color: STD
-Lifting Point: 0T
-Other: -
-Info: Documentation 9000705, 9000730",FLOOR,1.00,Pcs,WH1,MO010067273
1081831,S60-Direct connect-DC3,"-Machine adapted: Volvo EC/EW140B/C/D/E, ECR145C/D/E/F, EWR130,150E/F
-ECOil Hitch: H¤ 1bl 2hy 1el 1cl
-ECOil Top: #N/A
-Position Sensors: #N/A
-Volt: #N/A
-Color: STD
-Lifting Point: 0T
-Other: -
-Info: Documentation 9000705, 9000730",FLOOR,1.00,Pcs,WH1,MO010067275
1081831,S60-Direct connect-DC3,"-Machine adapted: Volvo EC/EW140B/C/D/E, ECR145C/D/E/F, EWR130,150E/F
-ECOil Hitch: H¤ 1bl 2hy 1el 1cl
-ECOil Top: #N/A
-Position Sensors: #N/A
-Volt: #N/A
-Color: STD
-Lifting Point: 0T
-Other: -
-Info: Documentation 9000705, 9000730",FLOOR,1.00,Pcs,WH1,MO010067276
1081831,S60-Direct connect-DC3,"-Machine adapted: Volvo EC/EW140B/C/D/E, ECR145C/D/E/F, EWR130,150E/F
-ECOil Hitch: H¤ 1bl 2hy 1el 1cl
-ECOil Top: #N/A
-Position Sensors: #N/A
-Volt: #N/A
-Color: STD
-Lifting Point: 0T
-Other: -
-Info: Documentation 9000705, 9000730",FLOOR,1.00,Pcs,WH1,MO010067277
1081831,S60-Direct connect-DC3,"-Machine adapted: Volvo EC/EW140B/C/D/E, ECR145C/D/E/F, EWR130,150E/F
-ECOil Hitch: H¤ 1bl 2hy 1el 1cl
-ECOil Top: #N/A
-Position Sensors: #N/A
-Volt: #N/A
-Color: STD
-Lifting Point: 0T
-Other: -
-Info: Documentation 9000705, 9000730",FLOOR,1.00,Pcs,WH1,MO010067278
1081916,S30S-Direct connect,"-Machine adapted: CAT 302.2-7D/302.7C,D,NG/Hanix 22,24/Schaeff HR14
-ECOil Hitch: #N/A
-ECOil Top: #N/A
-Position Sensors: #N/A
-Volt: #N/A
-Color: STD
-Lifting Point: N/A
-Other:
-Info: Documentation 9000705, 9000730",FLOOR,1.00,Pcs,WH1,MO010067251
1081918,S30S-Direct connect,"-Machine adapted: Hitachi ZX22/25/26U-5/27/29U-3
-ECOil Hitch: #N/A
-ECOil Top: #N/A
-Position Sensors: #N/A
-Volt: #N/A
-Color: STD
-Lifting Point: N/A
-Other:
-Info: Documentation 9000705, 9000730",FLOOR,1.00,Pcs,WH1,MO010067252
1081919,S30S-Direct connect,"-Machine adapted: Kubota KX30-4/71-3
-ECOil Hitch: #N/A
-ECOil Top: #N/A
-Position Sensors: #N/A
-Volt: #N/A
-Color: STD
-Lifting Point: N/A
-Other:
-Info: Documentation 9000705, 9000730",FLOOR,1.00,Pcs,WH1,MO010067254
1081923,S30S-Direct connect,"-Machine adapted: Sany SY26
-ECOil Hitch: #N/A
-ECOil Top: #N/A
-Position Sensors: #N/A
-Volt: #N/A
-Color: STD
-Lifting Point: N/A
-Other:
-Info: Documentation 9000705, 9000730",FLOOR,1.00,Pcs,WH1,MO010067255
1081932,S30S-Direct connect,"-Machine adapted: Kobelco SK25SR-6 / Yanmar VIO25,26,27,30/B30/SV26 / Yuchai U27
-ECOil Hitch: #N/A
-ECOil Top: #N/A
-Position Sensors: #N/A
-Volt: #N/A
-Color: STD
-Lifting Point: N/A
-Other:
-Info: Documentation 9000705, 9000730",FLOOR,1.00,Pcs,WH1,MO010067256
1081934,S40-Direct connect-H92-DC2,"-Machine adapted: Hitachi EX45, EX/ZX40,48,50U,52U-3P,55U-5-6, Airman AX40U/48/50U/55U-6
-ECOil Hitch: H¤ 2bl 2hy 2el 1cl
-ECOil Top: #N/A
-Position Sensors: #N/A
-Volt: #N/A
-Color: STD
-Lifting Point: 0T 
-Other:
-Info: Documentation 9000705, 9000730",FLOOR,1.00,Pcs,WH1,MO010067128
1081940,S45-Direct connect-DC2,"-Machine adapted: Komatsu PC78/PC88/PW98 / Yanmar VIO70,75,80,82,100/B7Sigma/SV100
-ECOil Hitch: H¤ 1bl 2hy 1el 1cl 
-ECOil Top: #N/A
-Position Sensors: #N/A
-Volt: #N/A
-Color: STD
-Lifting Point: 0T
-Other:
-Info: Documentation 9000705, 9000730",FLOOR,1.00,Pcs,WH1,MO010067147
1081959,S45-Direct connect-DC2,"-Machine adapted: Case CX75,80,85,90,9007,WX95-2 / LinkBelt 75,80MSR,X3,XC / Sumitomo SH60,75,80
-ECOil Hitch: H¤ 1bl 2hy 1el 1cl 
-ECOil Top: #N/A
-Position Sensors: #N/A
-Volt: #N/A
-Color: STD
-Lifting Point: 0T 
-Other:
-Info: Documentation 9000705, 9000730",FLOOR,1.00,Pcs,WH1,MO010067141
1081962,S45-Direct connect-DC2,"-Machine adapted: CAT 310
-ECOil Hitch: H¤ 1bl 2hy 1el 1cl 
-ECOil Top: #N/A
-Position Sensors: #N/A
-Volt: #N/A
-Color: STD
-Lifting Point: 0T
-Other:
-Info: Documentation 9000705, 9000730",FLOOR,1.00,Pcs,WH1,MO010067144
1081962,S45-Direct connect-DC2,"-Machine adapted: CAT 310
-ECOil Hitch: H¤ 1bl 2hy 1el 1cl 
-ECOil Top: #N/A
-Position Sensors: #N/A
-Volt: #N/A
-Color: STD
-Lifting Point: 0T
-Other:
-Info: Documentation 9000705, 9000730",FLOOR,1.00,Pcs,WH1,MO010067145
1081971,S45-Direct connect-DC2,"-Machine adapted: Yanmar B75W,SV85,B95W
-ECOil Hitch: H¤ 1bl 2hy 1el 1cl
-ECOil Top: #N/A
-Position Sensors: #N/A
-Volt: #N/A
-Color: STD
-Lifting Point: 0T 
-Other:
-Info: Documentation 9000705, 9000730",FLOOR,1.00,Pcs,WH1,MO010068321
1082007,S70-Direct connect-DC2,"-Machine adapted: OEM Kobelco SK210,225,230CSR,235SR,BSR,240SN,260B/CSR,270SR
-ECOil Hitch: H¤ 1bl 2hy 1el 1cl
-ECOil Top: #N/A
-Position Sensors: #N/A
-Volt: #N/A
-Color: STD
-Lifting Point: 0T
-Other: Kobelco Japan OEM
-Info: Documentation 9000705, 9000730",FLOOR,1.00,Pcs,WH1,MO010067157
1082032,S70-Direct connect-DC2,"-Machine adapted: Hitachi EX200/210 ZX180/190/200/210/225,W / XCMG XE210E,215E,220E
-ECOil Hitch: H¤ 1bl 2hy 1el 1cl
-ECOil Top: #N/A
-Position Sensors: #N/A
-Volt: #N/A
-Color: STD
-Lifting Point: 0T 
-Other:
-Info: Documentation 9000705, 9000730",FLOOR,1.00,Pcs,WH1,MO010067148
1082035,S70-Direct connect-DC2,"-Machine adapted: Komatsu PC210/228/230/238/240/ PW200/220/ HB215
-ECOil Hitch: H¤ 1bl 2hy 1el 1cl
-ECOil Top: #N/A
-Position Sensors: #N/A
-Volt: #N/A
-Color: STD
-Lifting Point: 0T 
-Other:
-Info: Documentation 9000705, 9000730",FLOOR,1.00,Pcs,WH1,MO010079180
1082038,S70-Direct connect-DC2,"-Machine adapted: Kobelco SK250LC/260/909
-ECOil Hitch: H¤ 1bl 2hy 1el 1cl
-ECOil Top: #N/A
-Position Sensors: #N/A
-Volt: #N/A
-Color: STD
-Lifting Point: 0T
-Other:
-Info: Documentation 9000705, 9000730",FLOOR,1.00,Pcs,WH1,MO010067158
1082038,S70-Direct connect-DC2,"-Machine adapted: Kobelco SK250LC/260/909
-ECOil Hitch: H¤ 1bl 2hy 1el 1cl
-ECOil Top: #N/A
-Position Sensors: #N/A
-Volt: #N/A
-Color: STD
-Lifting Point: 0T
-Other:
-Info: Documentation 9000705, 9000730",FLOOR,1.00,Pcs,WH1,MO010067159
1082051,S70-Direct connect-DC2,"-Machine adapted: Volvo EW205D/ EC200D/E, 210B/C, 220D/E, 230F/ ECR235C/D/E
-ECOil Hitch: H¤ 1bl 2hy 1el 1cl
-ECOil Top: #N/A
-Position Sensors: #N/A
-Volt: #N/A
-Color: STD
-Lifting Point: 0T
-Other:
-Info: Documentation 9000705, 9000730",FLOOR,1.00,Pcs,WH1,MO010067150
1082052,S70-Direct connect-DC3,"-Machine adapted: Volvo EW205D/ EC200D/E, 210B/C/F, 220D/E, 230F/ ECR235C/D/E, 255F
-ECOil Hitch: H¤ 1bl 2hy 1el 1cl
-ECOil Top: #N/A
-Position Sensors: #N/A
-Volt: #N/A
-Color: STD
-Lifting Point: 0T
-Other:
-Info: Documentation 9000705, 9000730",FLOOR,1.00,Pcs,WH1,MO010067151
1082052,S70-Direct connect-DC3,"-Machine adapted: Volvo EW205D/ EC200D/E, 210B/C/F, 220D/E, 230F/ ECR235C/D/E, 255F
-ECOil Hitch: H¤ 1bl 2hy 1el 1cl
-ECOil Top: #N/A
-Position Sensors: #N/A
-Volt: #N/A
-Color: STD
-Lifting Point: 0T
-Other:
-Info: Documentation 9000705, 9000730",FLOOR,1.00,Pcs,WH1,MO010067152
1082053,S70-Direct connect-DC2,"-Machine adapted: Volvo EC240B/C,250D/E,260F
-ECOil Hitch: H¤ 1bl 2hy 1el 1cl
-ECOil Top: #N/A
-Position Sensors: #N/A
-Volt: #N/A
-Color: STD
-Lifting Point: 0T
-Other:
-Info: Documentation 9000705, 9000730",FLOOR,1.00,Pcs,WH1,MO010067153
1082054,S70-Direct connect-DC3,"-Machine adapted: Volvo EC240B/C,250D/E,260F
-ECOil Hitch: H¤ 1bl 2hy 1el 1cl
-ECOil Top: #N/A
-Position Sensors: #N/A
-Volt: #N/A
-Color: STD
-Lifting Point: 0T
-Other:
-Info: Documentation 9000705, 9000730",FLOOR,1.00,Pcs,WH1,MO010067154
1082054,S70-Direct connect-DC3,"-Machine adapted: Volvo EC240B/C,250D/E,260F
-ECOil Hitch: H¤ 1bl 2hy 1el 1cl
-ECOil Top: #N/A
-Position Sensors: #N/A
-Volt: #N/A
-Color: STD
-Lifting Point: 0T
-Other:
-Info: Documentation 9000705, 9000730",FLOOR,1.00,Pcs,WH1,MO010067155
1082059,S40-Direct connect-H92-DC2,"-Machine adapted: Komatsu PC27MR-3/PC30/35
-ECOil Hitch: H¤ 2bl 2hy 2el 1cl
-ECOil Top: #N/A
-Position Sensors: #N/A
-Volt: #N/A
-Color: STD
-Lifting Point: 0T 
-Other:
-Info: Documentation 9000705, 9000730",FLOOR,1.00,Pcs,WH1,MO010067134
1082066,S40-Direct connect-H92-DC2,"-Machine adapted: Komatsu PC/40MR/45/50MR2/55MR3,MR5/58MR5
-ECOil Hitch: H¤ 2bl 2hy 2el 1cl
-ECOil Top: #N/A
-Position Sensors: #N/A
-Volt: #N/A
-Color: STD
-Lifting Point: 0T 
-Other:
-Info: Documentation 9000705, 9000730",FLOOR,1.00,Pcs,WH1,MO010067137
1084974,S60-Direct connect-DC2,"-Machine adapted: Kato HD512,HD513,HD514
-ECOil Hitch: H¤ 1bl 2hy 1el 1cl
-ECOil Top: #N/A
-Position Sensors: #N/A
-Volt: #N/A
-Color: STD
-Lifting Point: 0T
-Other: 
-Info: Documentation 9000705, 9000730",FLOOR,0.00,Pcs,WH1,
200068,GS-WD-S45,,FLOOR,15.00,Pcs,WH1,
200335,GS-WD-S70,,FLOOR,5.00,Pcs,WH1,
201251,Grab guard 05-blacknite,,FLOOR,4.00,Pcs,WH1,
202898,Worm screw EC02/EC204,,FLOOR,1.00,Pcs,WH1,
300533,GS-WD-S40,,FLOOR,5.00,Pcs,WH1,
302617,Lock wedge S40 hardened,,FLOOR,2.00,Pcs,WH1,
302971,Adapter cable JT 2P-SQR 4S,,FLOOR,2.00,Pcs,WH1,
400127,Spacer M8 small,-Info: Screw:610124,FLOOR,8.00,Pcs,WH1,
400565,Locking axle RFS40 blacknite,,FLOOR,2.00,Pcs,WH1,
400659,Spacer countersunk for M8 screw MF6S,-Info: Screw:610608,FLOOR,10.00,Pcs,WH1,
402598,Axle grab cylinder GR05 - against Grab arm,,FLOOR,4.00,Pcs,WH1,
402885,Axle Grab arm GR05,,FLOOR,4.00,Pcs,WH1,
405187,Cylinder axle EC02,,FLOOR,2.00,Pcs,WH1,
405217,"Shim worm screw - EC02/EC204 - 0,8mm",,FLOOR,2.00,Pcs,WH1,
405218,"Shim worm screw - EC02/EC204 - 0,5mm",,FLOOR,2.00,Pcs,WH1,
405219,"Shim worm screw - EC02/EC204 - 0,6mm",,FLOOR,2.00,Pcs,WH1,
405220,"Shim worm screw - EC02/EC204 - 0,7mm",,FLOOR,2.00,Pcs,WH1,
405234,Washer worm screw EC02/EC204,,FLOOR,1.00,Pcs,WH1,
405409,Axle Ø35-195 lubrication complete EC02/EC204/RFS30,"-Info: 102727, 102714",FLOOR,2.00,Pcs,WH1,
405509,Axle Ø40-195 lubrication complete EC02/EC204/RFS30,,FLOOR,2.00,Pcs,WH1,
540190,"Hose protection yellow 32mm 1,0m",,FLOOR,20.00,Pcs,WH1,
6000001,"Bushing BWG-F 25/31/38/1,5x20",,FLOOR,2.00,Pcs,WH1,
6000004,Bushing tilt EC204 WB802/EB1 55/60x25,,FLOOR,2.00,Pcs,WH1,
6000005,Screw MFT 3x8TX A4 FZB ISO14581,,FLOOR,20.00,Pcs,WH1,
6000008,Screw M6S 16x75 8.8 FZB ISO4014,,FLOOR,20.00,Pcs,WH1,
6000009,Rubber Steel Clamp Ø16,,FLOOR,10.00,Pcs,WH1,
6000017,Screw MC6S 6x16 12.9 ZFSHL ISO4762,,FLOOR,20.00,Pcs,WH1,
6000027,Rubber Steel Clamp Ø6,,FLOOR,10.00,Pcs,WH1,
6000036,Tool spring blue 40x254,,FLOOR,2.00,Pcs,WH1,
6000053,Washer BRB FZB 31x56x4 ISO7090,,FLOOR,10.00,Pcs,WH1,
6000054,Screw M6S 20x25 FZB 8.8 ISO4017,,FLOOR,20.00,Pcs,WH1,
6000055,"Nut M6M M20x1,5 10. lock FZB",,FLOOR,6.00,Pcs,WH1,
6000056,Washer BRB FZB 13x40x4 DIN522,,FLOOR,20.00,Pcs,WH1,
6000059,Nut M30x2 low A2 DIN 439,,FLOOR,6.00,Pcs,WH1,
6000061,"Indexing bolt - spring loaded M16 x 1,5","-Info: Used on Detachable. If necessary, use a counter nut 6000057",FLOOR,5.00,Pcs,WH1,
6000064,Screw-Set Screw M8x8,,FLOOR,10.00,Pcs,WH1,
6000065,"Washer copper 14x10x0,9",,FLOOR,6.00,Pcs,WH1,
6000077,Screw MC6S 5x12 12.9 untreated ISO4762,,FLOOR,20.00,Pcs,WH1,
6000083,Screw MC6S 6x25 12.9 untreated ISO4762,,FLOOR,20.00,Pcs,WH1,
6000085,Screw-Shoulder screw Ø10x40/M8 12.9 ISO7379,,FLOOR,10.00,Pcs,WH1,
6000086,Bushing BWG-F 50/60/65/5x35,-Info: lubrication free,FLOOR,2.00,Pcs,WH1,
6000087,Bushing tilt EC233 WB802/EB1 120/125x50,,FLOOR,2.00,Pcs,WH1,
6000088,Spherical bearing GE 50 ES,,FLOOR,2.00,Pcs,WH1,
6000089,Screw MF6S 6x12 10.9 FZB ISO10642,,FLOOR,20.00,Pcs,WH1,
6000101,Screw MC6S 20x170 12.9 untreated ISO4762,,FLOOR,10.00,Pcs,WH1,
6000106,Circlip (tiltcyl EC233),,FLOOR,2.00,Pcs,WH1,
6000110,Screw MC6S 10x70 12.9 ZFSHL ISO4762,,FLOOR,20.00,Pcs,WH1,
6000113,Screw MF6S 6x20 10.9 FZB ISO10642,,FLOOR,20.00,Pcs,WH1,
6000120,Screw M6SF 8x12H 8.8 FZB(A2K) DIN6921 Ribbed flange,,FLOOR,6.00,Pcs,WH1,
6000121,Screw MKFT M4x12 A4 DIN 966,-Info: ISO 7047/DIN 966 torx T-20,FLOOR,20.00,Pcs,WH1,
6000122,"Washer NL30-DPE 31,4x47,0x6,7",,FLOOR,10.00,Pcs,WH1,
6000125,Spring - Top ECO70-80,,FLOOR,4.00,Pcs,WH1,
6000133,Screw MC6S 6x38 12.9 untreated ISO4762,-Info: Custom length,FLOOR,20.00,Pcs,WH1,
6000139,Screw MC6S 8x120 12.9 ZFSHL ISO4762,,FLOOR,20.00,Pcs,WH1,
6000140,Screw MC6S 12x60 12.9 ZFSHL ISO4762,,FLOOR,20.00,Pcs,WH1,
6000141,Screw MC6S 12x40H 12.9 ZFSHL ISO4762,,FLOOR,20.00,Pcs,WH1,
6000142,Screw MC6S 12x30 12.9 ZFSHL ISO4762,,FLOOR,20.00,Pcs,WH1,
6000143,Screw MC6S 8x25 12.9 ZFSHL ISO4762,,FLOOR,20.00,Pcs,WH1,
6000144,Screw MC6S 16x70 12.9 ZFSHL ISO4762,,FLOOR,10.00,Pcs,WH1,
6000145,Screw MC6S 8x40 12.9 ZFSHL ISO4762,,FLOOR,20.00,Pcs,WH1,
6000147,Screw MC6S 12x90 12.9 ZFSHL ISO4762,,FLOOR,20.00,Pcs,WH1,
